Date,Month,Year,Country,City,Perpetrator_group,fatalities
5/16/2013,May,2013,Nigeria,Daura,Boko Haram,1
5/16/2013,May,2013,Nigeria,Daura,Boko Haram,2
5/15/2013,May,2013,Nigeria,Maiduguri,Boko Haram,1
5/13/2013,May,2013,Nigeria,Zangan Atakar,Boko Haram,15
5/12/2013,May,2013,Nigeria,Bama,Boko Haram,0
5/12/2013,May,2013,Nigeria,Zangan Atakar,Fulani extremists (suspected),0
5/7/2013,May,2013,Nigeria,Bama,Boko Haram,Unknown
5/7/2013,May,2013,Nigeria,Bama,Boko Haram,18
5/7/2013,May,2013,Nigeria,Bama,Boko Haram,18
5/7/2013,May,2013,Nigeria,Bama,Boko Haram,19
5/7/2013,May,2013,Nigeria,Bama,Boko Haram,16
5/3/2013,May,2013,Nigeria,Oguma,Unknown,0
5/5/2013,May,2013,Nigeria,Jilang,Boko Haram (suspected),10
5/4/2013,May,2013,Nigeria,Ngamdu,Boko Haram,4
5/3/2013,May,2013,Nigeria,Maiduguri,Boko Haram,0
5/2/2013,May,2013,Nigeria,Marte,Boko Haram,0
4/28/2013,April,2013,Nigeria,Ringim,Boko Haram,2
4/28/2013,April,2013,Nigeria,Ringim,Boko Haram,0
4/28/2013,April,2013,Nigeria,Ringim,Boko Haram,3
4/27/2013,April,2013,Nigeria,Midlu,Unknown,11
4/25/2013,April,2013,Nigeria,Gashua,Boko Haram (suspected),25
4/25/2013,April,2013,Nigeria,Southern Ijaw district,Unknown,Unknown
4/25/2013,April,2013,Nigeria,Mayo Belwa,Boko Haram,1
4/25/2013,April,2013,Nigeria,Bama,Boko Haram (suspected),17
4/25/2013,April,2013,Nigeria,Gashua,Boko Haram (suspected),4
4/25/2013,April,2013,Nigeria,Gashua,Boko Haram (suspected),3
4/22/2013,April,2013,Nigeria,Maiduguri,Unknown,3
4/21/2013,April,2013,Nigeria,Monguno,Boko Haram,20
4/19/2013,April,2013,Nigeria,Ekpoma,Unknown,0
4/19/2013,April,2013,Nigeria,Kano,Unknown,0
4/19/2013,April,2013,Nigeria,Mule,Boko Haram (suspected),3
4/18/2013,April,2013,Nigeria,Ilorin,Unknown,1
4/17/2013,April,2013,Nigeria,Kano,Boko Haram (suspected),1
4/16/2013,April,2013,Nigeria,Baga,Boko Haram,1
4/16/2013,April,2013,Nigeria,Kaduna,Boko Haram (suspected),2
4/15/2013,April,2013,Nigeria,Abuja,Unknown,0
4/14/2013,April,2013,Nigeria,Idon,Unknown,1
4/13/2013,April,2013,Nigeria,Unknown,Unknown,4
4/13/2013,April,2013,Nigeria,Unknown,Unknown,6
4/13/2013,April,2013,Nigeria,Monguno,Boko Haram (suspected),Unknown
4/11/2013,April,2013,Nigeria,Babban Gida,Boko Haram,9
4/8/2013,April,2013,Nigeria,Damboa,Boko Haram,Unknown
4/8/2013,April,2013,Nigeria,Ingawa,Unknown,0
4/7/2013,April,2013,Nigeria,Geidam,Boko Haram,Unknown
4/6/2013,April,2013,Nigeria,Mildu,Boko Haram (suspected),11
4/5/2013,April,2013,Nigeria,Logbia,Movement for the Emancipation of the Niger Delta (MEND),14
4/4/2013,April,2013,Nigeria,Kano,Boko Haram (suspected),0
4/2/2013,April,2013,Nigeria,Sokoto,Boko Haram (suspected),1
3/31/2013,March,2013,Nigeria,Maiduguri,Boko Haram (suspected),1
3/29/2013,March,2013,Nigeria,Kumo,Boko Haram (suspected),2
3/27/2013,March,2013,Nigeria,Kano,Boko Haram (suspected),0
3/26/2013,March,2013,Nigeria,Geidam,Boko Haram (suspected),4
3/26/2013,March,2013,Nigeria,Odi,Unknown,0
3/25/2013,March,2013,Nigeria,Marid,Unknown,5
3/25/2013,March,2013,Nigeria,Luka,Unknown,5
3/25/2013,March,2013,Nigeria,Zadien,Unknown,6
3/25/2013,March,2013,Nigeria,Attakar,Unknown,6
3/25/2013,March,2013,Nigeria,Da Jak,Unknown,6
3/25/2013,March,2013,Nigeria,Gulani district,Boko Haram (suspected),0
3/25/2013,March,2013,Nigeria,Gulani district,Boko Haram (suspected),0
3/25/2013,March,2013,Nigeria,Bara,Boko Haram (suspected),1
3/23/2013,March,2013,Nigeria,Biu,Boko Haram (suspected),0
3/23/2013,March,2013,Nigeria,Biu,Boko Haram (suspected),0
3/23/2013,March,2013,Nigeria,Biu,Boko Haram (suspected),0
3/23/2013,March,2013,Nigeria,Kano,Boko Haram (suspected),2
3/22/2013,March,2013,Nigeria,Ganye,Boko Haram (suspected),25
3/20/2013,March,2013,Nigeria,Ughelli,Unknown,0
3/20/2013,March,2013,Nigeria,Mavo,Unknown,9
3/19/2013,March,2013,Nigeria,Maiduguri,Boko Haram (suspected),3
3/18/2013,March,2013,Nigeria,Maiduguri,Boko Haram (suspected),3
3/18/2013,March,2013,Nigeria,Maiduguri,Boko Haram (suspected),1
3/18/2013,March,2013,Nigeria,Maiduguri,Boko Haram (suspected),1
3/18/2013,March,2013,Nigeria,Kano,Boko Haram (suspected),39
3/17/2013,March,2013,Nigeria,Kodarko,Fulani extremists (suspected),2
3/17/2013,March,2013,Nigeria,Tapo,Unknown,4
3/16/2013,March,2013,Nigeria,Kano,Unknown,1
3/16/2013,March,2013,Nigeria,Fadagwai,Boko Haram (suspected),2
3/16/2013,March,2013,Nigeria,Gwoza,Boko Haram (suspected),0
3/12/2013,March,2013,Nigeria,Kumbotso,Boko Haram (suspected),0
3/11/2013,March,2013,Nigeria,Maiduguri,Boko Haram (suspected),1
3/11/2013,March,2013,Nigeria,Maiduguri,Boko Haram (suspected),1
3/11/2013,March,2013,Nigeria,Maiduguri,Unknown,0
3/11/2013,March,2013,Nigeria,Ngala,Boko Haram (suspected),4
3/10/2013,March,2013,Nigeria,Maiduguri,Unknown,1
3/10/2013,March,2013,Nigeria,Konduga,Unknown,0
3/10/2013,March,2013,Nigeria,Kano,Boko Haram (suspected),4
3/8/2013,March,2013,Nigeria,Maiduguri,Boko Haram,0
3/8/2013,March,2013,Nigeria,Maiduguri,Boko Haram,0
3/8/2013,March,2013,Nigeria,Maiduguri,Boko Haram (suspected),0
3/8/2013,March,2013,Nigeria,Maiduguri,Boko Haram (suspected),0
3/8/2013,March,2013,Nigeria,Maiduguri,Boko Haram,0
3/8/2013,March,2013,Nigeria,Maiduguri,Boko Haram,0
3/8/2013,March,2013,Nigeria,Maiduguri,Boko Haram,0
3/4/2013,March,2013,Nigeria,Gwoza,Boko Haram (suspected),4
3/4/2013,March,2013,Nigeria,Gwoza,Boko Haram,5
3/3/2013,March,2013,Nigeria,Monguno,Boko Haram,20
3/2/2013,March,2013,Nigeria,Amorji Nike,Unknown,1
3/1/2013,March,2013,Nigeria,Jos,Unknown,0
2/28/2013,February,2013,Nigeria,Maiduguri,Boko Haram (suspected),0
2/28/2013,February,2013,Nigeria,Maiduguri,Boko Haram (suspected),1
2/28/2013,February,2013,Nigeria,Maiduguri,Boko Haram (suspected),1
2/28/2013,February,2013,Nigeria,Maiduguri,Boko Haram (suspected),1
2/27/2013,February,2013,Nigeria,Tella,Boko Haram (suspected),2
2/26/2013,February,2013,Nigeria,Nganzarma,Boko Haram (suspected),7
2/25/2013,February,2013,Nigeria,Kano,Boko Haram (suspected),1
2/23/2013,February,2013,Nigeria,Ngalda,Boko Haram (suspected),6
2/23/2013,February,2013,Nigeria,Maiduguri,Unknown,Unknown
2/23/2013,February,2013,Nigeria,Maiduguri,Unknown,1
2/22/2013,February,2013,Nigeria,Maiduguri,Boko Haram,15
2/22/2013,February,2013,Nigeria,Kogom,Unknown,10
2/22/2013,February,2013,Nigeria,Gombe,Boko Haram (suspected),5
2/21/2013,February,2013,Nigeria,Maiduguri,Boko Haram (suspected),2
2/21/2013,February,2013,Nigeria,Maiduguri,Boko Haram (suspected),2
2/20/2013,February,2013,Nigeria,Maiduguri,Boko Haram (suspected),3
2/19/2013,February,2013,Nigeria,Jos,Unknown,0
2/19/2013,February,2013,Cameroon,Dabanga,Boko Haram,0
2/18/2013,February,2013,Nigeria,Lagos,Unknown,1
2/16/2013,February,2013,Nigeria,Jamaare,Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),8
2/16/2013,February,2013,Nigeria,Jamaare,Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),0
2/15/2013,February,2013,Nigeria,Maiduguri,Boko Haram (suspected),2
2/12/2013,February,2013,Nigeria,Maiduguri,Boko Haram (suspected),3
2/12/2013,February,2013,Nigeria,Damboa,Boko Haram (suspected),0
2/12/2013,February,2013,Nigeria,Maiduguri,Boko Haram (suspected),Unknown
2/9/2013,February,2013,Nigeria,Potiskum,Boko Haram,3
2/8/2013,February,2013,Nigeria,Kano,Boko Haram,3
2/8/2013,February,2013,Nigeria,Kano,Boko Haram,9
2/5/2013,February,2013,Nigeria,Sagbama,Unknown,3
2/5/2013,February,2013,Nigeria,Unknown,Boko Haram,6
2/2/2013,February,2013,Nigeria,Iga,Fulani extremists,5
2/4/2013,February,2013,Nigeria,Garki,Unknown,0
2/3/2013,February,2013,Nigeria,Okoroete,Unknown,Unknown
2/2/2013,February,2013,Nigeria,Rutu,Fulani extremists,5
2/2/2013,February,2013,Nigeria,Eku,Unknown,1
2/1/2013,February,2013,Nigeria,Dass,Boko Haram (suspected),0
2/1/2013,February,2013,Nigeria,Gombe,Boko Haram (suspected),2
1/31/2013,January,2013,Nigeria,Gombe,Boko Haram (suspected),2
1/31/2013,January,2013,Nigeria,Birnin-Gwari,Boko Haram (suspected),0
1/31/2013,January,2013,Nigeria,Birnin-Gwari,Boko Haram (suspected),0
1/31/2013,January,2013,Nigeria,Birnin-Gwari,Boko Haram,3
1/30/2013,January,2013,Nigeria,Warri,Unknown,1
1/31/2013,January,2013,Nigeria,Bunkure,Boko Haram (suspected),2
1/27/2013,January,2013,Nigeria,Gajigana,Boko Haram (suspected),8
1/26/2013,January,2013,Nigeria,Ibadan,Unknown,1
1/23/2013,January,2013,Nigeria,Kafanchan,Unknown,0
1/23/2013,January,2013,Nigeria,Maiduguri,Boko Haram (suspected),1
1/23/2013,January,2013,Nigeria,Maiduguri,Boko Haram (suspected),2
1/23/2013,January,2013,Nigeria,Maiduguri,Boko Haram (suspected),2
1/22/2013,January,2013,Nigeria,Maiduguri,Boko Haram (suspected),0
1/22/2013,January,2013,Nigeria,Ogba district,Unknown,Unknown
1/22/2013,January,2013,Nigeria,Enugu,Unknown,Unknown
1/22/2013,January,2013,Nigeria,Dakata,Unknown,5
1/21/2013,January,2013,Nigeria,Kano,Unknown,0
1/21/2013,January,2013,Nigeria,Damboa,Boko Haram (suspected),18
1/19/2013,January,2013,Nigeria,Adadama,Unknown,11
1/19/2013,January,2013,Nigeria,Bulunkutu,Boko Haram (suspected),1
1/19/2013,January,2013,Nigeria,Abobo,Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),2
1/19/2013,January,2013,Nigeria,Kano,Boko Haram (suspected),6
1/18/2013,January,2013,Nigeria,Kaduna,Boko Haram (suspected),2
1/17/2013,January,2013,Nigeria,Kano,Boko Haram,4
1/16/2013,January,2013,Nigeria,Gombe,Boko Haram (suspected),1
1/15/2013,January,2013,Nigeria,Kano,Boko Haram (suspected),2
1/14/2013,January,2013,Nigeria,Ngelzarma,Boko Haram (suspected),1
1/14/2013,January,2013,Nigeria,Fang,Unknown,4
1/14/2013,January,2013,Nigeria,Kano,Boko Haram (suspected),2
1/14/2013,January,2013,Nigeria,Ijaw,Unknown,0
1/12/2013,January,2013,Nigeria,Onitsha,Unknown,1
1/11/2013,January,2013,Nigeria,Owerri,Unknown,1
1/11/2013,January,2013,Nigeria,Gombe,Boko Haram (suspected),1
1/9/2013,January,2013,Nigeria,Du,Unknown,2
1/7/2013,January,2013,Nigeria,Kano,Boko Haram (suspected),3
1/5/2013,January,2013,Nigeria,Fagge,Boko Haram (suspected),0
1/3/2013,January,2013,Nigeria,Ozuoba,Unknown,Unknown
1/3/2013,January,2013,Nigeria,Maiduguri,Boko Haram (suspected),0
1/3/2013,January,2013,Nigeria,Song,Boko Haram (suspected),0
1/3/2013,January,2013,Nigeria,Song,Boko Haram (suspected),4
1/2/2013,January,2013,Nigeria,Marte,Boko Haram (suspected),7
1/1/2013,January,2013,Nigeria,Maiduguri,Boko Haram,14
1/1/2013,January,2013,Nigeria,Abraka,Unknown,3
12/30/2012,December,2012,Nigeria,Gombe,Unknown,0
12/30/2012,December,2012,Nigeria,Kiyak,Unknown,15
12/28/2012,December,2012,Nigeria,Maiha,Boko Haram (suspected),1
12/28/2012,December,2012,Nigeria,Maiha,Boko Haram (suspected),0
12/28/2012,December,2012,Nigeria,Maiha,Boko Haram (suspected),0
12/28/2012,December,2012,Nigeria,Maiha,Boko Haram (suspected),0
12/28/2012,December,2012,Nigeria,Maiha,Boko Haram (suspected),1
12/28/2012,December,2012,Nigeria,Musari,Boko Haram (suspected),15
12/27/2012,December,2012,Nigeria,Maiduguri,Boko Haram (suspected),3
12/26/2012,December,2012,Nigeria,Kano,Unknown,1
12/25/2012,December,2012,Nigeria,Maiduguri,Boko Haram (suspected),6
12/25/2012,December,2012,Nigeria,Peri,Boko Haram (suspected),6
12/23/2012,December,2012,Nigeria,Badawa,Unknown,0
12/22/2012,December,2012,Nigeria,Kano,Boko Haram (suspected),1
12/22/2012,December,2012,Nigeria,Kano,Boko Haram (suspected),1
12/19/2012,December,2012,Nigeria,Rimi,Ansaru (Jama'atu Ansarul Muslimina Fi Biladis Sudan),2
12/15/2012,December,2012,Nigeria,Pompomari,Boko Haram,4
12/14/2012,December,2012,Nigeria,Hotoro,Unknown,1
12/14/2012,December,2012,Nigeria,Rukudawa,Unknown,10
12/13/2012,December,2012,Nigeria,Madagali,Unknown,Unknown
12/11/2012,December,2012,Nigeria,Okuokoko,Unknown,0
12/11/2012,December,2012,Nigeria,Ughelli,Unknown,1
12/10/2012,December,2012,Nigeria,Potiskum,Boko Haram,0
12/10/2012,December,2012,Nigeria,Potiskum,Boko Haram,0
12/9/2012,December,2012,Nigeria,Trans-Ekulu,Unknown,1
12/10/2012,December,2012,Nigeria,Potiskum,Boko Haram,7
12/10/2012,December,2012,Nigeria,Potiskum,Boko Haram,0
12/10/2012,December,2012,Nigeria,Potiskum,Boko Haram,7
12/10/2012,December,2012,Nigeria,Dalwa,Boko Haram (suspected),2
12/6/2012,December,2012,Nigeria,Kano,Boko Haram (suspected),0
12/4/2012,December,2012,Nigeria,Kano,Unknown,2
12/5/2012,December,2012,Nigeria,Kano,Unknown,0
12/4/2012,December,2012,Nigeria,Kano,Unknown,0
12/3/2012,December,2012,Nigeria,Kano,Unknown,0
12/2/2012,December,2012,Nigeria,Ngala,Boko Haram (suspected),0
12/2/2012,December,2012,Nigeria,Ngala,Boko Haram (suspected),0
12/1/2012,December,2012,Nigeria,Chibok,Boko Haram (suspected),10
12/2/2012,December,2012,Nigeria,Gamboru Ngala,Boko Haram (suspected),0
12/2/2012,December,2012,Nigeria,Gamboru Ngala,Boko Haram (suspected),0
12/2/2012,December,2012,Nigeria,Gamboru Ngala,Boko Haram (suspected),0
12/2/2012,December,2012,Nigeria,Gamboru Ngala,Boko Haram (suspected),0
12/2/2012,December,2012,Nigeria,Gamboru Ngala,Boko Haram (suspected),0
12/2/2012,December,2012,Nigeria,Gamboru Ngala,Boko Haram (suspected),0
11/28/2012,November,2012,Nigeria,Rann,Boko Haram (suspected),0
11/28/2012,November,2012,Nigeria,Rann,Boko Haram (suspected),Unknown
11/28/2012,November,2012,Nigeria,Rann,Boko Haram (suspected),Unknown
11/28/2012,November,2012,Nigeria,Rann,Boko Haram (suspected),Unknown
11/28/2012,November,2012,Nigeria,Rann,Boko Haram (suspected),5
11/26/2012,November,2012,Nigeria,Barakin Ladi,Unknown,10
11/26/2012,November,2012,Nigeria,Abuja,Boko Haram (suspected),2
11/25/2012,November,2012,Nigeria,Gamboru Ngala,Boko Haram (suspected),2
11/25/2012,November,2012,Nigeria,Jaji,Boko Haram,16
11/25/2012,November,2012,Nigeria,Jaji,Boko Haram,16
11/24/2012,November,2012,Nigeria,Maiduguri,Unknown,1
11/22/2012,November,2012,Nigeria,Maiduguri,Boko Haram (suspected),3
11/18/2012,November,2012,Nigeria,Maiduguri,Boko Haram (suspected),1
11/17/2012,November,2012,Nigeria,Kano,Boko Haram (suspected),1
11/14/2012,November,2012,Nigeria,Maiduguri,Boko Haram (suspected),1
11/13/2012,November,2012,Nigeria,Maiduguri,Boko Haram (suspected),1
11/13/2012,November,2012,Nigeria,Maiduguri,Boko Haram (suspected),1
11/11/2012,November,2012,Nigeria,Itas,Unknown,1
11/9/2012,November,2012,Nigeria,Buni Yadi,Boko Haram (suspected),0
11/9/2012,November,2012,Nigeria,Buni Yadi,Boko Haram (suspected),0
11/9/2012,November,2012,Nigeria,Buni Yadi,Boko Haram (suspected),0
11/9/2012,November,2012,Nigeria,Buni Yadi,Boko Haram (suspected),0
11/9/2012,November,2012,Nigeria,Buni Yadi,Boko Haram (suspected),3
11/8/2012,November,2012,Nigeria,Kachin,Unknown,5
11/7/2012,November,2012,Nigeria,Mubi,Unknown,2
11/7/2012,November,2012,Nigeria,Maiduguri,Boko Haram (suspected),0
11/4/2012,November,2012,Nigeria,Fika,Boko Haram (suspected),0
11/4/2012,November,2012,Nigeria,Fika,Boko Haram (suspected),0
11/4/2012,November,2012,Nigeria,Fika,Boko Haram (suspected),0
11/4/2012,November,2012,Nigeria,Fika,Boko Haram (suspected),2
11/2/2012,November,2012,Nigeria,Maiduguri,Boko Haram (suspected),2
11/1/2012,November,2012,Nigeria,Riyom,Unknown,4
10/31/2012,October,2012,Nigeria,Maiduguri,Boko Haram,3
10/30/2012,October,2012,Nigeria,Chibuk,Boko Haram (suspected),Unknown
10/30/2012,October,2012,Nigeria,Chibuk,Boko Haram (suspected),Unknown
10/30/2012,October,2012,Nigeria,Chibuk,Boko Haram (suspected),Unknown
10/30/2012,October,2012,Nigeria,Chibuk,Boko Haram (suspected),Unknown
10/29/2012,October,2012,Nigeria,Enugwu Ukwu,Unknown,Unknown
10/28/2012,October,2012,Nigeria,Gashish,Boko Haram (suspected),4
10/28/2012,October,2012,Nigeria,Yelwa,Unknown,0
10/28/2012,October,2012,Nigeria,Malali,Boko Haram (suspected),3
10/24/2012,October,2012,Nigeria,Potiskum,Boko Haram,0
10/24/2012,October,2012,Nigeria,Potiskum,Boko Haram,0
10/24/2012,October,2012,Nigeria,Potiskum,Boko Haram,0
10/24/2012,October,2012,Nigeria,Potiskum,Boko Haram,0
10/24/2012,October,2012,Nigeria,Potiskum,Boko Haram,0
10/24/2012,October,2012,Nigeria,Potiskum,Boko Haram,0
10/24/2012,October,2012,Nigeria,Potiskum,Boko Haram,0
10/24/2012,October,2012,Nigeria,Potiskum,Boko Haram,0
10/24/2012,October,2012,Nigeria,Potiskum,Boko Haram,0
10/24/2012,October,2012,Nigeria,Potiskum,Boko Haram,0
10/27/2012,October,2012,Nigeria,Bauchi,Muslim extremists,0
10/26/2012,October,2012,Nigeria,Maiduguri,Boko Haram (suspected),1
10/25/2012,October,2012,Nigeria,Maiduguri,Boko Haram (suspected),1
10/24/2012,October,2012,Nigeria,Potiskum,Unknown,2
10/23/2012,October,2012,Nigeria,Potiskum,Boko Haram (suspected),4
10/22/2012,October,2012,Nigeria,Potiskum,Unknown,Unknown
10/22/2012,October,2012,Nigeria,Potiskum,Unknown,0
10/22/2012,October,2012,Nigeria,Potiskum,Unknown,4
10/21/2012,October,2012,Nigeria,Gombe,Unknown,0
10/21/2012,October,2012,Nigeria,Heipang,Unknown,1
10/21/2012,October,2012,Nigeria,Potiskum,Unknown,Unknown
10/21/2012,October,2012,Nigeria,Potiskum,Boko Haram (suspected),Unknown
10/21/2012,October,2012,Nigeria,Yenagoa,Unknown,Unknown
10/19/2012,October,2012,Nigeria,Potiskum,Boko Haram (suspected),12
10/18/2012,October,2012,Nigeria,Maiduguri,Boko Haram (suspected),0
10/19/2012,October,2012,Nigeria,Potiskum,Boko Haram (suspected),11
10/20/2012,October,2012,Nigeria,Potiskum,Boko Haram (suspected),7
10/20/2012,October,2012,Nigeria,Hausari,Unknown,2
10/20/2012,October,2012,Nigeria,Potiskum,Boko Haram (suspected),2
10/19/2012,October,2012,Nigeria,Atagara,Unknown,2
10/19/2012,October,2012,Nigeria,Maiduguri,Boko Haram (suspected),1
10/18/2012,October,2012,Nigeria,Potiskum,Boko Haram (suspected),0
10/18/2012,October,2012,Nigeria,Potiskum,Boko Haram (suspected),0
10/18/2012,October,2012,Nigeria,Potiskum,Boko Haram (suspected),0
10/17/2012,October,2012,Nigeria,Bauchi,Unknown,0
10/17/2012,October,2012,Nigeria,Zango,Unknown,0
10/17/2012,October,2012,Nigeria,Mubi,Unknown,20
10/15/2012,October,2012,Nigeria,Maiduguri,Unknown,10
10/15/2012,October,2012,Nigeria,Tunga,Unknown,0
10/15/2012,October,2012,Nigeria,Maiduguri,Boko Haram (suspected),Unknown
10/14/2012,October,2012,Nigeria,Maiduguri,Boko Haram (suspected),1
10/14/2012,October,2012,Nigeria,Maiduguri,Unknown,0
10/14/2012,October,2012,Niger,Dakoro,Movement for Oneness and Jihad in West Africa (MUJAO) (suspected),1
10/10/2012,October,2012,Nigeria,Kano,Boko Haram (suspected),2
10/9/2012,October,2012,Nigeria,Kano,Boko Haram (suspected),2
10/8/2012,October,2012,Nigeria,Maiduguri,Boko Haram,0
10/5/2012,October,2012,Nigeria,Jalingo,Unknown,0
10/4/2012,October,2012,Nigeria,Dorowa,Unknown,1
10/3/2012,October,2012,Nigeria,Sabon-Gari,Unknown,0
10/2/2012,October,2012,Nigeria,Mubi,Boko Haram (suspected),25
10/1/2012,October,2012,Nigeria,Maiduguri,Unknown,Unknown
10/1/2012,October,2012,Nigeria,Jos,Unknown,0
10/1/2012,October,2012,Nigeria,Maiduguri,Unknown,0
10/1/2012,October,2012,Nigeria,Maiduguri,Boko Haram (suspected),1
9/30/2012,September,2012,Nigeria,Unknown,Unknown,1
9/30/2012,September,2012,Nigeria,Zaria,Unknown,2
9/29/2012,September,2012,Nigeria,Minna,Boko Haram,2
9/27/2012,September,2012,Nigeria,Unknown,Unknown,1
9/26/2012,September,2012,Nigeria,Azare,Unknown,2
9/24/2012,September,2012,Nigeria,Bauchi,Unknown,1
9/23/2012,September,2012,Nigeria,Bauchi,Boko Haram (suspected),3
9/20/2012,September,2012,Nigeria,Maiduguri,Boko Haram,1
9/17/2012,September,2012,Nigeria,Bama,Boko Haram (suspected),1
9/17/2012,September,2012,Nigeria,Azare,Boko Haram (suspected),1
9/16/2012,September,2012,Nigeria,Kano,Boko Haram (suspected),4
9/16/2012,September,2012,Nigeria,Zango,Unknown,6
9/10/2012,September,2012,Nigeria,Unknown,Fulani extremists,3
9/6/2012,September,2012,Nigeria,Damaturu,Boko Haram (suspected),0
9/6/2012,September,2012,Nigeria,Damaturu,Boko Haram,2
9/6/2012,September,2012,Nigeria,Damaturu,Boko Haram,2
9/6/2012,September,2012,Nigeria,Damaturu,Boko Haram,2
9/6/2012,September,2012,Nigeria,Damaturu,Boko Haram,3
9/6/2012,September,2012,Nigeria,Damaturu,Boko Haram,3
9/6/2012,September,2012,Nigeria,Damaturu,Boko Haram,3
9/4/2012,September,2012,Nigeria,Damaturu,Unknown,0
9/5/2012,September,2012,Nigeria,Maiduguri,Boko Haram (suspected),7
9/5/2012,September,2012,Nigeria,Unknown,Boko Haram,0
9/5/2012,September,2012,Nigeria,Maiduguri,Boko Haram,4
9/5/2012,September,2012,Nigeria,Maiduguri,Boko Haram,1
9/5/2012,September,2012,Nigeria,Maiduguri,Boko Haram,0
9/5/2012,September,2012,Nigeria,Maiduguri,Boko Haram,1
9/5/2012,September,2012,Nigeria,Unknown,Boko Haram,1
9/5/2012,September,2012,Nigeria,Kolere,Boko Haram,1
9/5/2012,September,2012,Nigeria,Wuro Patuji,Boko Haram,1
9/5/2012,September,2012,Nigeria,Saban Layi,Boko Haram,1
9/5/2012,September,2012,Nigeria,Kano,Boko Haram,1
9/5/2012,September,2012,Nigeria,Kano,Boko Haram,1
9/5/2012,September,2012,Nigeria,Game,Boko Haram,0
9/5/2012,September,2012,Nigeria,Gombe,Boko Haram,1
9/5/2012,September,2012,Nigeria,Maiduguri,Boko Haram,1
9/5/2012,September,2012,Nigeria,Maiduguri,Boko Haram,0
9/5/2012,September,2012,Nigeria,Maiduguri,Boko Haram,0
9/5/2012,September,2012,Nigeria,Maiduguri,Boko Haram,1
9/5/2012,September,2012,Nigeria,Maiduguri,Boko Haram,1
9/5/2012,September,2012,Nigeria,Maiduguri,Boko Haram,1
9/5/2012,September,2012,Nigeria,Maiduguri,Boko Haram,1
9/5/2012,September,2012,Nigeria,Maiduguri,Boko Haram,1
9/4/2012,September,2012,Nigeria,Maiduguri,Boko Haram (suspected),2
9/3/2012,September,2012,Nigeria,Damaturu,Unknown,0
9/2/2012,September,2012,Nigeria,Marte,Boko Haram (suspected),0
9/2/2012,September,2012,Nigeria,Marte,Boko Haram (suspected),1
9/2/2012,September,2012,Nigeria,Marte,Boko Haram (suspected),2
8/31/2012,August,2012,Nigeria,Maiduguri,Boko Haram (suspected),0
8/28/2012,August,2012,Nigeria,Maiduguri,Boko Haram (suspected),1
8/26/2012,August,2012,Nigeria,Damaturu,Unknown,1
8/25/2012,August,2012,Nigeria,Gashua,Boko Haram,2
8/22/2012,August,2012,Nigeria,Damaturu,Boko Haram (suspected),0
8/21/2012,August,2012,Nigeria,Gonori,Boko Haram (suspected),2
8/21/2012,August,2012,Nigeria,Biu,Boko Haram (suspected),1
8/20/2012,August,2012,Nigeria,Mubi,Unknown,2
8/21/2012,August,2012,Nigeria,Biu,Boko Haram (suspected),1
8/20/2012,August,2012,Nigeria,Maiduguri,Boko Haram (suspected),0
8/19/2012,August,2012,Nigeria,Kanoyel,Boko Haram (suspected),0
8/20/2012,August,2012,Nigeria,Damagum,Unknown,0
8/20/2012,August,2012,Nigeria,Damagum,Unknown,0
8/20/2012,August,2012,Nigeria,Damagum,Unknown,0
8/17/2012,August,2012,Nigeria,Sho,Unknown,3
8/17/2012,August,2012,Nigeria,Jos,Unknown,0
8/16/2012,August,2012,Nigeria,Maiduguri,Boko Haram (suspected),1
8/15/2012,August,2012,Nigeria,Ueken,Unknown,0
8/15/2012,August,2012,Nigeria,Ueken,Unknown,0
8/15/2012,August,2012,Nigeria,Ueken,Unknown,0
8/15/2012,August,2012,Nigeria,Enugu,Unknown,0
8/15/2012,August,2012,Nigeria,Damaturu,Boko Haram (suspected),0
8/15/2012,August,2012,Nigeria,Maiduguri,Boko Haram (suspected),2
8/15/2012,August,2012,Nigeria,Maiduguri,Boko Haram (suspected),2
8/14/2012,August,2012,Nigeria,Unknown,Boko Haram (suspected),2
8/12/2012,August,2012,Nigeria,Bindigari,Boko Haram (suspected),2
8/12/2012,August,2012,Nigeria,Unknown,Unknown,0
8/12/2012,August,2012,Nigeria,Kanoyel,Unknown,1
8/10/2012,August,2012,Nigeria,Jos,Unknown,1
8/9/2012,August,2012,Nigeria,Gajiganna,Boko Haram (suspected),0
8/8/2012,August,2012,Nigeria,Gubi,Unknown,2
8/8/2012,August,2012,Nigeria,Unknown,Unknown,0
8/7/2012,August,2012,Nigeria,Egbeda,Unknown,1
8/7/2012,August,2012,Nigeria,Warri,Unknown,0
8/7/2012,August,2012,Nigeria,Okene district,Unknown,3
8/6/2012,August,2012,Nigeria,Maiduguri,Boko Haram (suspected),1
8/6/2012,August,2012,Nigeria,Okene,Boko Haram (suspected),19
8/5/2012,August,2012,Nigeria,Damaturu,Boko Haram (suspected),10
8/5/2012,August,2012,Nigeria,Maiduguri,Boko Haram (suspected),1
8/5/2012,August,2012,Nigeria,Maiduguri,Boko Haram (suspected),1
